,Release date,Artist,Album,Genre,Label,Producer
52,April 21 2015,Tom DeLonge,"To the Stars... Demos, Odds and Ends","Rock, punk rock, alternative rock","To the Stars, Inc","Aaron Rubin, Tom DeLonge"
53,April 21 2015,Yelawolf,Love Story,Hip hop,"Slumerican, Shady, Interscope","Yelawolf, Eminem, Malay, WLPWR, Mike Elizondo, Luis Resto, Mark Batson, Track Bangas"
54,April 24 2015,Anneli Drecker,Rocks & Straws,Pop,Rune Grammofon,
55,April 24 2015,Iron Savior,Megatropolis 2.0,"Speed metal, power metal",AFM,
56,April 25 2015,What So Not,Gemini (EP),"Trap, EDM",OWSLA,"Harley Streten, Chris Emerson"
57,April 27 2015,Blur,The Magic Whip,Britpop,Parlophone,"Damon Albarn, Graham Coxon, Stephen Street"
58,April 27 2015,The Brian Jonestown Massacre,Musique de Film Imaginé,"Neo-psychedelia, experimental rock, krautrock",A Records,Anton Newcombe
59,April 27 2015,Mew,+ -,Alternative rock,PIAS,"Mew, Michael Beinhorn"
60,April 28 2015,Raekwon,Fly International Luxurious Art,Hip hop,"Ice H2O, EMI","Raekwon, Jerry Duplessis, She da God, Snaz, Scram Jones, S1, Frank G, Scoop DeVille, Bluerocks, Matthew Burnett"
61,April 28 2015,Theory of a Deadman,Angel Acoustic EP,"Acoustic, alternative","Roadrunner, 604",Howard Benson
62,April 28 2015,Zac Brown Band,Jekyll + Hyde,Rock,"Southern Ground, Big Machine, Republic, John Varvatos Records","CeeLo Green, Darrell Scott, In the Arena Productions, Jay Joyce, Jim Hoke, Zac Brown"
63,April 29 2015,BTS,"The Most Beautiful Moment In Life, Part 1","Hip hop, Dance-pop, R&B, K-pop",Big Hit Entertainment,Pdogg
