,Release date,Artist,Album,Genre,Label,Producer
102,April 21 2017,Robyn Hitchcock,Robyn Hitchcock,"Psychedelic rock, pop rock, country rock",Yep Roc,"Brendan Benson, Robyn Hitchcock"
103,April 21 2017,Sheryl Crow,Be Myself,Rock,Warner Bros.,"Sheryl Crow, Jeff Trott"
104,April 21 2017,Steps,Tears on the Dancefloor,Pop,"Steps Recordings, Warner Music","The Alias, Brian Rawling, Carl Ryden"
105,April 21 2017,Texas,Jump on Board,Alternative rock,BMG,Johnny McElhone
106,April 21 2017,Various artists,Guardians of the Galaxy Vol. 2,"Rock, soul","Hollywood, Marvel Music","Aliotta Haynes Jeremiah, Artie Ripp, Bob Liftin, Fleetwood Mac, Gary Klein, George Clinton, George Harrison, Hugo & Luigi, Jeff Lynne, Ken Caillat, Looking Glass, Mike Gershman, Paul Samwell-Smith, Phil Spector, Richard Dashut, Sweet, Tom Werman"
107,April 21 2017,While She Sleeps,You Are We,Metalcore,"SharpTone, UNFD",While She Sleeps
108,April 21 2017,Wilkinson,Hypnotic,"electronic, drum and bass",RAM,Wilkinson
109,April 22 2017,Animal Collective,Meeting of the Waters,Experimental pop,Domino,
110,April 22 2017,The Comet Is Coming,Death to the Planet,"Jazz, electronica",The Leaf Label,Dan Leavers
111,April 22 2017,David Bowie,Cracked Actor (Live Los Angeles '74),,Parlophone,David Bowie
112,April 22 2017,Grateful Dead,"July 29 1966, P.N.E. Garden Aud., Vancouver Canada",Rock,Rhino,Grateful Dead
113,April 24 2017,Kim Jong-hyun,Story Op.2,"K-pop, R&B, soul, ballad","S.M. Entertainment, KT Music",
114,April 26 2017,Mito Natsume,Natsumelo,"J-pop, pop-rock, alternative dance",Sony Music Entertainment Japan,Yasutaka Nakata
115,April 26 2017,Sevdaliza,ISON,Trip hop,Twisted Elegance,"Mucky, Sevdaliza"
116,April 27 2017,Young M.A,Herstory,Hip hop,M.A. Music,
117,April 28 2017,Adam Harvey and Beccy Cole,The Great Country Songbook Volume 2,Country,Sony Music Australia,
118,April 28 2017,All That Remains,Madness,"Heavy metal, alternative metal, metalcore","Razor & Tie, Concord Bicycle",Howard Benson
119,April 28 2017,American Standards,Anti-Melody,"Metalcore, hardcore punk, post hardcore, mathcore",,American Standards
120,April 28 2017,Ayreon,The Source,"Rock opera, progressive rock, progressive metal",Mascot Label Group,Arjen Anthony Lucassen
121,April 28 2017,Big Big Train,Grimspound,Progressive rock,Giant Electric Pea,Big Big Train
122,April 28 2017,BNQT,Volume 1,"Indie rock, soft rock, glam rock",Bella Union,
123,April 28 2017,Cashmere Cat,9,"Alternative R&B, electronic","Interscope, Mad Love","Benny Blanco, Cashmere Cat, Evian Christ, Frank Dukes, Holy Other, Pop Wansel, SOPHIE, Toro"
124,April 28 2017,CDB,Tailored for Now,R&B,Warner Music Australia,"Gary Pinto, Andrew De Silva"
125,April 28 2017,The Cranberries,Something Else,Alternative rock,BMG,
126,April 28 2017,DVICIO,Qué Tienes Tú,Pop rock,Sony Music,"DVICIO, Franklin Rivero, Juan Carlos Moguel, Kany García, Montaner, Motiff, Sebastian Krys, Thom Russo, Tom Baker"
127,April 28 2017,Feist,Pleasure,,Universal,"Feist, Mocky, Valgeir Sigurðsson"
128,April 28 2017,Francesco Gabbani,Magellano,,BMG,
129,April 28 2017,Gorillaz,Humanz,"Trip hop, R&B, electronic, alternative hip hop","Parlophone, Warner Bros.","Fraser T Smith, Gorillaz, Remi Kabaka, The Twilite Tone"
130,April 28 2017,He Is Legend,few,,Spinefarm,
131,April 28 2017,JMSN,Whatever Makes U Happy,,White Room Records,Christian Berishaj
132,April 28 2017,John Mellencamp,Sad Clowns & Hillbillies,,Republic,John Mellencamp
133,April 28 2017,Jonathan Coulton,Solid State,Alternative rock,SuperEgo,Christian Cassan
134,April 28 2017,Kontra K,Gute Nacht,Hip hop,BMG,
135,April 28 2017,Lea Michele,Places,Pop,Columbia,"Andrew Hollander, Jesse Shatkin, John Shanks, Jon Levine, Kyle Moorman, Toby Gad, Xandy Barry"
136,April 28 2017,Levina,Unexpected,Pop,"Unser Song, RCA, Sony Music","Roland Spremberg, Swen Meyer"
137,April 28 2017,Marie Miller,Letterbox,Country,Curb,
138,April 28 2017,Mark Lanegan Band,Gargoyle,,Heavenly,Alain Johannes
139,April 28 2017,Mary J. Blige,Strength of a Woman,R&B,Capitol,"BADBADNOTGOOD, Bigg D, Brandon ""B.A.M."" Hodge, Darhyl Camper Jr., Hit-Boy, Kaytranada, Lamb, Neff-U, Teddy Riley, William Tyler"
140,April 28 2017,Mew,Visuals,Alternative rock,PIAS,Mew
141,April 28 2017,New Found Glory,Makes Me Sick,Rock,Hopeless,Aaron Sprinkle
142,April 28 2017,Sechs Kies,The 20th Anniversary,"K-pop, dance-pop, hip hop, R&B","YG Entertainment, KT Music",Tablo
143,April 28 2017,Sylvan Esso,What Now,"Folk pop, electronica",Loma Vista,
144,April 28 2017,Terror,The Walls Will Fall,Hardcore punk,Pure Noise,
145,April 28 2017,Van Morrison,The Authorized Bang Collection,Rock,"Bang, Legacy",Bert Berns
146,April 28 2017,Wale,Shine,Hip hop,"Maybach, Atlantic","808-Ray, Big Ghost, Ced Brown, Christian Rich, Cool & Dre, Diplo, DJ Money, Don Cannon, The Dope Boyz, Dreamlife, Go Grizzly, Kane Beatz, Karen Civil, Majestic Drama, Lee Major, Marcè Reazon, Nez & Rio, The Picard Brothers, Sean Momberger, Super Miles, Spinz Beats, Inc., Vinay"
147,April 28 2017,Willie Nelson,God's Problem Child,Country,Legacy,Buddy Cannon
148,April 30 2017,Foster the People,III,"Indie pop, neo-psychedelia, alternative rock",Columbia,"Isom Innis, Josh Abraham, Lars Stalfors, Mark Foster, Oligee, Oliver Goldstein"
