,Release date,Artist,Album,Genre,Label,Producer
23,August 14 2015,Soulfly,Archangel,"Thrash metal, groove metal",Nuclear Blast,Matt Hyde
24,August 21 2015,Bon Jovi,Burning Bridges,Rock,Mercury,"John Shanks, Jon Bon Jovi"
25,August 21 2015,Butcher Babies,Take It Like A Man,Thrash metal,Century Media,Logan Mader
26,August 21 2015,David Campbell,The Essential David Campbell,Pop,Sony Music Australia,
27,August 21 2015,Disturbed,Immortalized,"Heavy metal, alternative metal",Reprise,Kevin Churko
28,August 21 2015,The Fratellis,"Eyes Wide, Tongue Tied","Garage rock, alternative rock, indie rock",Cooking Vinyl,Tony Hoffer
29,August 21 2015,Ghost,Meliora,"Heavy metal, doom metal, progressive rock",Loma Vista,Klas Åhlund
30,August 21 2015,Imperial State Electric,Honk Machine,"Power pop, rock",Psychout,"Nicke Andersson, Stefan Boman"
31,August 21 2015,Jess Glynne,I Cry When I Laugh,"Pop, soul, dance-pop, house",Atlantic,"Starsmith, Big Shizz, Bless Beats, Clean Bandit, Gorgon City, Rowan Jones, Knox Brown, Naughty Boy, Route 94, The Six, Steve Mac, TMS"
32,August 21 2015,JoJo,III.,"R&B, pop, dance-pop",Atlantic,"Benny Blanco, Jason Evigan, The Family, Harmony Samuels"
33,August 21 2015,Jordin Sparks,Right Here Right Now,"R&B, pop, hip hop","19, Louder Than Life, RAL","Babyface, Crada, D'Mile, Deekay, Dem Jointz, DJ Mustard, Jonas Jeberg, Jordin Sparks, Key Wane, Mikely Adam, Rochad Holiday, Salaam Remi, Trakmatic, The Underdogs"
34,August 21 2015,Kip Moore,Wild Ones,"Country pop, country rock, heartland rock, roots rock",MCA Nashville,"Brett James, Chris DeStefano"
35,August 21 2015,Method Man,The Meth Lab,Hip hop,"Hanz On Music, Tommy Boy","4th Disciple, Cee the Architek, Code Red, Daez, Don't Panic Ent., Hanz On, J57, Level 13, Mathematics, Pascal Zumaque, Ron Browz, Zarko Krstic"
36,August 21 2015,P.O.D.,The Awakening,"Alternative metal, Christian metal, nu metal, rap metal","Universal, T-Boy",Howard Benson
37,August 21 2015,Pop Evil,Up,"Hard rock, alternative metal, post-grunge, pop rock",eOne Music,Adam Kasper
38,August 21 2015,Slaves,Routine Breathing,"Post-hardcore, experimental rock",Artery,Cameron Mizell
39,August 21 2015,The Sword,High Country,"Heavy metal, stoner metal, hard rock",Razor & Tie,Adrian Quesada
40,August 26 2015,The Gazette,Dogma,Rock,Sony,
41,August 28 2015,Atlas Genius,Inanimate Objects,"Alternative rock, indietronica, synthpop",Warner Bros.,"Atlas Genius, Frederik Thaae"
42,August 28 2015,Beach House,Depression Cherry,"Indie rock, Dream pop","Sub Pop, Bella Union, Mistletone","Beach House, Chris Coady"
43,August 28 2015,Crazy Town,The Brimstone Sluggers,Rap rock,Membran,Epic Mazur
44,August 28 2015,Destroyer,Poison Season,"Chamber pop, Sophisti-pop","Merge, Dead Oceans","David Carswell, Daniel Bejar"
45,August 28 2015,Ella Eyre,Feline,"R&B, pop , neo soul",Virgin EMI,"Jarrad Rogers, Ilya, Oscar Görres, Alexander Kronlund, DJ Fresh, Sigma, Sigala"
46,August 28 2015,Foals,What Went Down,"Indie rock, alternative rock, math rock",Transgressive,James Ford
47,August 28 2015,Halsey,Badlands,"Electropop, synthpop, indie pop","Astralwerks, Capitol","Aron Forbes, Captain Cuts, Charlie Hugall, Chris Spilfogel, Dylan Scott, Dylan William, Heavy Mellow, Justyn Pilbrow, Lido, Sam Miller, Tim Anderson, Tim Larcombe, Trevor Simpson"
48,August 28 2015,Holly Golightly,Slowtown Now!,Indie rock,Damaged Goods,Holly Golightly
49,August 28 2015,Kill Matilda,Songs of Survival,Punk rock,Little Heart Records,Garth Richardson
50,August 28 2015,Motörhead,Bad Magic,"Heavy metal, speed metal, hard rock",UDR GmbH,Cameron Webb
51,August 28 2015,The Paper Kites,Twelvefour,"Indie rock, folk rock","Wonderlick, Sony Australia, Nettwerk",Phil Ek
52,August 28 2015,Titãs,Nheengatu ao Vivo,"Punk rock, rock",Som Livre,
53,August 28 2015,The Weeknd,Beauty Behind the Madness,"PBR&B, R&B, pop","Republic, XO","Ali Payami, Ben ""Billions"" Diehl, Che Pope, Danny Boy Styles, Illangelo, Jason ""DaHeala"" Quenneville, Kanye West, Labrinth, Mano 4 Treated Crew, Max Martin, Mike Dean, Million $ Mano, Omar Riad, Peter Svensson, Stephan Moccio, The Weeknd"
54,August 28 2015,Yo La Tengo,Stuff Like That There,Indie rock,Matador,
55,August 30 2015,Miley Cyrus,Miley Cyrus & Her Dead Petz,"Experimental, psychedelic",Smiley Miley,"A+, D. Coyne, The Flaming Lips, Jon Baken, Mike WiLL Made-It, Miley Cyrus, Oren Yoel, Resource, Ryder Ripps"
